"","Panther_ID","Panther_Name"
"14527","PTHR34408","FAMILY PROTEIN, PUTATIVE-RELATED"
"14528","PTHR13503","NEGATIVE ELONGATION FACTOR COMPLEX MEMBER B"
"14529","PTHR38689","SUCCINATE DEHYDROGENASE HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT"
"14530","PTHR28222","DASH COMPLEX SUBUNIT DAD4"
"14531","PTHR35604","TRANSPOSASE INSH FOR INSERTION SEQUENCE ELEMENT IS5A-RELATED"
"14532","PTHR46808","H2.0-LIKE HOMEOBOX PROTEIN"
"14533","PTHR40129","KETOPANTOATE REDUCTASE N-TERMINAL DOMAIN-CONTAINING PROTEIN"
"14534","PTHR35076","TUBULIN EPSILON AND DELTA COMPLEX PROTEIN 1"
"14535","PTHR17357","GM2 GANGLIOSIDE ACTIVATOR PROTEIN"
"14536","PTHR35977","DYNEIN AXONEMAL ASSEMBLY FACTOR 8"
"14537","PTHR15304","MYOD FAMILY INHIBITOR"
"14538","PTHR13512","MEDIATOR COMPLEX SUBUNIT 28"
"14539","PTHR38223","SUBFAMILY NOT NAMED"
"14540","PTHR15218","LYMPHOCYTE ANTIGEN 96"
"14541","PTHR36468","SPERMATOGENESIS-ASSOCIATED PROTEIN 19, MITOCHONDRIAL"
"14542","PTHR41983","SHORT-CHAIN FATTY ACID TRANSPORTER-RELATED"
"14543","PTHR47039","INOSITOL POLYPHOSPHATE 5-PHOSPHATASE E"
"14544","PTHR13447","SMALL RIBOSOMAL SUBUNIT PROTEIN BS1M"
"14545","PTHR12434","MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 22"
"14546","PTHR28262","DASH COMPLEX SUBUNIT SPC19"
"14547","PTHR35478","ZINC FINGER FYVE DOMAIN PROTEIN"
"14548","PTHR15231","PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT H"
"14549","PTHR37320","RHOPTRY SURFACE PROTEIN CERLI2"
"14550","PTHR15035","CORTICOLIBERIN/UROCORTIN"
"14551","PTHR35982","SPIROCYCLASE, AVEC FAMILY"
"14552","PTHR35082","BEN DOMAIN-CONTAINING PROTEIN 4"
"14553","PTHR42885","HISTIDINOL-PHOSPHATE AMINOTRANSFERASE-RELATED"
"14554","PTHR47910","RIBULOSE BISPHOSPHATE CARBOXYLASE LARGE CHAIN, CATALYTIC DOMAIN-CONTAINING PROTEIN"
"14555","PTHR13630","GAMMA-SECRETASE-ACTIVATING PROTEIN"
"14556","PTHR38693","UBIQUINONE BIOSYNTHESIS PROTEIN UBIJ"
"14557","PTHR36130","RIKEN CDNA 4933430I17 GENE"
"14558","PTHR36810","BNACNNG47150D PROTEIN"
"14559","PTHR37526","PROTEIN TUSB"
"14560","PTHR46370","GPALPP MOTIFS-CONTAINING PROTEIN 1"
"14561","PTHR36959","ALTERED INHERITANCE OF MITOCHONDRIA PROTEIN 24, MITOCHONDRIAL"
"14562","PTHR15881","MARGINAL ZONE B- AND B1-CELL-SPECIFIC PROTEIN"
"14563","PTHR10058","MACROPHAGE COLONY-STIMULATING FACTOR 1"
"14564","PTHR13129","LISH DOMAIN-CONTAINING PROTEIN"
"14565","PTHR14870","TUBULIN EPSILON AND DELTA COMPLEX PROTEIN 2"
"14566","PTHR19991","LETHAL (2) 01289, ISOFORM F"
"14567","PTHR33798","FLAVIN REDUCTASE LIKE DOMAIN-CONTAINING PROTEIN"
"14568","PTHR31786","FANCONI ANEMIA CORE COMPLEX-ASSOCIATED PROTEIN 24"
"14569","PTHR28529","DNA REPAIR PROTEIN SWI5 HOMOLOG"
"14570","PTHR48135","KILA-N DOMAIN-CONTAINING PROTEIN"
"14571","PTHR38394","NEUROFILAMENT LIGHT PROTEIN"
"14572","PTHR21039","HISTIDINOL PHOSPHATASE-RELATED"
"14573","PTHR23243","SUPRABASIN"
"14574","PTHR38479","WINGED HELIX DNA-BINDING DOMAIN-CONTAINING PROTEIN"
"14575","PTHR36148","50 KDA SPICULE MATRIX PROTEIN"
"14576","PTHR28665","BEN DOMAIN-CONTAINING PROTEIN 3"
"14577","PTHR35799","S-RIBOSYLHOMOCYSTEINE LYASE"
"14578","PTHR39113","SUBFAMILY NOT NAMED"
"14579","PTHR13385","UBIQUITIN-LIKE PROTEIN ATG12"
"14580","PTHR30023","PENICILLIN-SENSITIVE CARBOXYPEPTIDASE A"
"14581","PTHR47026","PIGMENTOSA GTPASE REGULATOR-LIKE PROTEIN, PUTATIVE-RELATED"
"14582","PTHR31919","ZINC FINGERS AND HOMEOBOXES PROTEIN 1, ISOFORM 2"
"14583","PTHR41687","SMALL INTEGRAL MEMBRANE PROTEIN 9"
"14584","PTHR15104","QDPRA PROTEIN"
"14585","PTHR20991","PROTEIN PTHB1"
"14586","PTHR24155","OSTEOCLAST-STIMULATING FACTOR 1"
"14587","PTHR30492","METHYLGLYOXAL SYNTHASE"
"14588","PTHR34863","OTU DOMAIN-CONTAINING PROTEIN"
"14589","PTHR40106","INNER MEMBRANE PROTEIN RCLC"
"14590","PTHR35999","MITOCHONDRIAL IMPORT RECEPTOR SUBUNIT TOM6 HOMOLOG"
"14591","PTHR14633","LITTLE ELONGATION COMPLEX SUBUNIT 2"
"14592","PTHR13275","YL-1 PROTEIN  TRANSCRIPTION FACTOR-LIKE 1"
"14593","PTHR40063","MEMBRANE PROTEIN-RELATED"
"14594","PTHR45255","DNAJ HOMOLOG SUBFAMILY C MEMBER 24"
"14595","PTHR39529","CARBOHYDRATE BINDING DOMAIN-CONTAINING PROTEIN"
"14596","PTHR12869","SMALL SEVEN TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN"
"14597","PTHR15623","SPERMATOGENESIS-ASSOCIATED SERINE-RICH PROTEIN 2"
"14598","PTHR36419","RHO1 GEF LOCALIZING PROTEIN 1"
"14599","PTHR37792","RIBONUCLEASE MRP PROTEIN SUBUNIT RMP1"
"14600","PTHR14523","UNCHARACTERIZED PROTEIN C17ORF53 HOMOLOG"
"14601","PTHR42535","CHROMOSOME UNDETERMINED SCAFFOLD_146, WHOLE GENOME SHOTGUN SEQUENCE"
"14602","PTHR48037","RRM DOMAIN-CONTAINING PROTEIN"
"14603","PTHR48170","ZINC FINGER GRF-TYPE DOMAIN-CONTAINING PROTEIN"
"14604","PTHR38525","OS03G0824500 PROTEIN"
"14605","PTHR34933","FLAGELLAR L-RING PROTEIN"
"14606","PTHR35156","TESTIS-EXPRESSED PROTEIN 52"
"14607","PTHR47674","SAGA-ASSOCIATED FACTOR 11"
"14608","PTHR36025","DIHYDROOROTATE DEHYDROGENASE (DUF3598)"
"14609","PTHR47698","FATTY-ACID-BINDING PROTEIN 3, CHLOROPLASTIC"
"14610","PTHR44830","TR-TYPE G DOMAIN-CONTAINING PROTEIN"
"14611","PTHR15911","WW DOMAIN-CONTAINING ADAPTER PROTEIN WITH COILED-COIL"
"14612","PTHR33746","RUBRERYTHRIN"
"14613","PTHR15604","SIGNALING THRESHOLD-REGULATING TRANSMEMBRANE ADAPTER 1"
"14614","PTHR15657","THYROID TRANSCRIPTION FACTOR 1-ASSOCIATED PROTEIN 26"
"14615","PTHR14543","PROTRUDIN"
"14616","PTHR12891","DNA REPAIR/TRANSCRIPTION PROTEIN MET18/MMS19"
"14617","PTHR42941","SLL1037 PROTEIN"
"14618","PTHR46253","TGF-BETA-ACTIVATED KINASE 1 AND MAP3K7-BINDING PROTEIN 2"
"14619","PTHR34941","PROTEIN SRC1"
"14620","PTHR20872","F-BOX DOMAIN-CONTAINING PROTEIN"
"14621","PTHR37752","OS02G0610700 PROTEIN"
"14622","PTHR12117","HISTONE ACETYLTRANSFERASE COMPLEX"
"14623","PTHR15995","PROTEIN ZWILCH HOMOLOG"
"14624","PTHR46233","METALLO-BETA-LACTAMASE DOMAIN-CONTAINING PROTEIN"
"14625","PTHR47775","BUD SITE SELECTION PROTEIN 14"
"14626","PTHR39181","TYROSINE-PROTEIN PHOSPHATASE YWQE"
"14627","PTHR47128","FAMILY NOT NAMED"
"14628","PTHR39075","FI19908P1"
"14629","PTHR46302","DOUBLECORTIN DOMAIN-CONTAINING PROTEIN 1"
"14630","PTHR33667","RIKEN CDNA 1810020O05 GENE"
"14631","PTHR31654","SECRETED BETA-GLUCOSIDASE ADG3-RELATED"
"14632","PTHR39640","DUF790 FAMILY PROTEIN"
"14633","PTHR33711","INTRADIOL RING-CLEAVAGE DIOXYGENASE PRCA"
"14634","PTHR47148","CYTOCHROME C OXIDASE ASSEMBLY FACTOR 1 HOMOLOG"
"14635","PTHR37196","TRANSMEMBRANE PROTEIN"
"14636","PTHR34209","CALCIUM SENSING RECEPTOR, CHLOROPLASTIC"
"14637","PTHR21650","MEMBRALIN/KINETOCHORE PROTEIN NUF2"
"14638","PTHR44176","DNAJ HOMOLOG SUBFAMILY C MEMBER 25"
"14639","PTHR21514","OS01G0232400 PROTEIN"
"14640","PTHR43355","NAD(P)-BINDING DOMAIN-CONTAINING PROTEIN"
"14641","PTHR48477","PHOSPHATE TRANSPORTER PHO1"
"14642","PTHR44523","TETRATRICOPEPTIDE REPEAT PROTEIN 13"
"14643","PTHR21639","DBF4-TYPE ZINC FINGER-CONTAINING PROTEIN 2"
"14644","PTHR36343","EXPRESSED PROTEIN"
"14645","PTHR47490","PROTEIN BLISTER"
"14646","PTHR35490","BACTERIOPHAGE N4 ADSORPTION B PROTEIN"
"14647","PTHR37754","CALCIUM ION-BINDING PROTEIN"
"14648","PTHR42947","COB--COM HETERODISULFIDE REDUCTASE SUBUNIT B 1"
"14649","PTHR47644","AGAP008221-PA"
"14650","PTHR41307","MEMBRANE PROTEIN"
"14651","PTHR41695","1,4-ALPHA-GLUCAN BRANCHING ENZYME RV3031-RELATED"
"14652","PTHR21102","OPALIN"
"14653","PTHR37821","AMINO ACID TRANSPORTER YUIF-RELATED"
"14654","PTHR35355","PROTEIN FAM229A"
"14655","PTHR47709","SHORT TRANSMEMBRANE MITOCHONDRIAL PROTEIN 1"
"14656","PTHR36452","DUF2461 DOMAIN-CONTAINING PROTEIN"
"14657","PTHR42689","ACETYL-COA ACYLTRANSFERASE FADA2 (3-KETOACYL-COA THIOLASE) (BETA-KETOTHIOLASE)-RELATED"
"14658","PTHR47099","METHYLCOBAMIDE:COM METHYLTRANSFERASE MTBA"
"14659","PTHR21074","IQ AND UBIQUITIN-LIKE DOMAIN-CONTAINING PROTEIN"
"14660","PTHR31164","RAD52 MOTIF-CONTAINING PROTEIN 1"
"14661","PTHR37563","PHYTANOYL-COA DIOXYGENASE FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_2G03330)"
"14662","PTHR41317","PD-(D_E)XK NUCLEASE FAMILY TRANSPOSASE"
"14663","PTHR47187","NFATC2-INTERACTING PROTEIN"
"14664","PTHR21411","REGULATORY PROTEIN ZESTE"
"14665","PTHR45846","TRNA-DIHYDROURIDINE(47) SYNTHASE [NAD(P)(+)]-LIKE"
"14666","PTHR43239","UPF0734 PROTEIN DDB_G0273871_DDB_G0273177"
"14667","PTHR37165","TYPE 1 ENCAPSULIN SHELL PROTEIN"
"14668","PTHR43449","NUCLEOTIDYLTRANSFERASE"
"14669","PTHR34217","CARBOXYPEPTIDASE 1"
"14670","PTHR34309","PROTEIN GLCG"
"14671","PTHR14553","UNCHARACTERIZED PROTEIN C1ORF50"
"14672","PTHR10109","MATRIX GLA PROTEIN"
"14673","PTHR31043","NEPHROCYSTIN-4"
"14674","PTHR37749","TRANSMEMBRANE PROTEIN"
"14675","PTHR38377","THREONINE-TRNA LIGASE 2"
"14676","PTHR15049","GLYCOSYL-PHOSPHATIDYLINOSITOL-ANCHORED MOLECULE-LIKE PROTEIN"
"14677","PTHR20426","RIBOSOME BIOGENESIS PROTEIN TSR3 HOMOLOG"
"14678","PTHR22699","THIOREDOXIN DOMAIN-CONTAINING PROTEIN 16"
"14679","PTHR15836","PERIPHILIN-1"
"14680","PTHR33833","YCF49-LIKE PROTEIN"
"14681","PTHR30612","CHLOROPLAST PROTEIN-TRANSPORTING ATPASE"
"14682","PTHR36320","OS04G0611300 PROTEIN"
"14683","PTHR32344","U1-TYPE DOMAIN-CONTAINING PROTEIN"
"14684","PTHR34769","RCG42593, ISOFORM CRA_A"
"14685","PTHR46488","AP-5 COMPLEX SUBUNIT ZETA-1"
"14686","PTHR46724","ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 9"
"14687","PTHR47893","REGULATORY PROTEIN PCHR"
"14688","PTHR38567","DUF4291 DOMAIN-CONTAINING PROTEIN"
"14689","PTHR47062","FAMILY NOT NAMED"
"14690","PTHR43812","BLR2425 PROTEIN"
"14691","PTHR17583","PHOSPHOINOSITIDE 3-KINASE REGULATORY SUBUNIT 4"
"14692","PTHR42730","2-OXOGLUTARATE SYNTHASE SUBUNIT KORC"
"14693","PTHR31758","BTB/POZ DOMAIN-CONTAINING PROTEIN YLR108C"
"14694","PTHR41313","ADENINE-SPECIFIC METHYLTRANSFERASE"
"14695","PTHR43524","RADICAL SAM SUPERFAMILY PROTEIN"
"14696","PTHR42932","DNA PROTECTION DURING STARVATION PROTEIN"
"14697","PTHR28616","COILED-COIL DOMAIN-CONTAINING PROTEIN 125"
"14698","PTHR46305","FAMILY NOT NAMED"
"14699","PTHR13403","SNURPORTIN-1"
"14700","PTHR15082","NADH DEHYDROGENASE [UBIQUINONE] 1 BETA SUBCOMPLEX SUBUNIT 3"
"14701","PTHR38167","C2H2-TYPE DOMAIN-CONTAINING PROTEIN"
"14702","PTHR44758","NAD(P) TRANSHYDROGENASE SUBUNIT BETA"
"14703","PTHR43146","NUCLEOSIDE-TRIPHOSPHATASE THEP1"
"14704","PTHR32014","BCL-2-MODIFYING FACTOR"
"14705","PTHR30201","TRIPHOSPHORIBOSYL-DEPHOSPHO-COA SYNTHASE"
"14706","PTHR13497","HISTONE DEACETYLASE COMPLEX SUBUNIT SAP130"
"14707","PTHR34398","FAMILY NOT NAMED"
"14708","PTHR14401","CENTROMERE PROTEIN K"
"14709","PTHR34598","7ALPHA-CEPHEM-METHOXYLASE P8 CHAIN RELATED PROTEIN"
"14710","PTHR37540","SIGMA-70 REGION 2 FAMILY PROTEIN"
"14711","PTHR35542","COILED-COIL DOMAIN-CONTAINING PROTEIN 168"
"14712","PTHR41964","GLOBAL NITROGEN REGULATOR NRPR"
"14713","PTHR46533","ZINC FINGER MYND DOMAIN-CONTAINING PROTEIN 12"
"14714","PTHR47443","ACYL-COA N-ACYLTRANSFERASES (NAT) SUPERFAMILY PROTEIN"
"14715","PTHR48215","SUBFAMILY NOT NAMED"
"14716","PTHR31328","BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1 SUBUNIT 6"
"14717","PTHR15081","NUCLEAR AUTOANTIGENIC SPERM PROTEIN  NASP -RELATED"
"14718","PTHR34566","ALTERED INHERITANCE OF MITOCHONDRIA PROTEIN"
"14719","PTHR10350","NUCLEAR PORE COMPLEX PROTEIN NUP155"
"14720","PTHR38812","MU-LIKE PROPHAGE FLUMU PROTEIN GP42"
"14721","PTHR20929","DYNEIN AXONEMAL INTERMEDIATE CHAIN 7"
"14722","PTHR47473","METHYLTRANSFERASE DOMAIN-CONTAINING PROTEIN"
"14723","PTHR45136","ABC TRANSPORTER DOMAIN-CONTAINING PROTEIN"
"14724","PTHR13213","MYB-BINDING PROTEIN 1A FAMILY MEMBER"
"14725","PTHR43126","D-ALANYL-D-ALANINE DIPEPTIDASE"
"14726","PTHR47010","CYSTATIN-8-RELATED"
"14727","PTHR11027","APOLIPOPROTEIN A-II"
"14728","PTHR47472","PROPIONYL-COA CARBOXYLASE"
"14729","PTHR36926","COLICIN V PRODUCTION PROTEIN"
"14730","PTHR34921","MEIOTIC RECOMBINATION PROTEIN REC114"
"14731","PTHR31993","UBA-LIKE DOMAIN-CONTAINING PROTEIN 1"
"14732","PTHR48417","ATP SYNTHASE F1 SUBUNIT EPSILON"
"14733","PTHR35603","OUTER MEMBRANE LIPOPROTEIN SLYB"
"14734","PTHR42188","23S RRNA-SPECIFIC ENDONUCLEASE VAPC20"
"14735","PTHR31691","ROTATIN"
"14736","PTHR46762","NUCLEOREDOXIN-LIKE PROTEIN 2"
"14737","PTHR47321","SERPENTINE RECEPTOR, CLASS W"
"14738","PTHR35577","CYSTEINE-RICH, ACIDIC INTEGRAL MEMBRANE PROTEIN-RELATED"
"14739","PTHR47510","ENDONUCLEASE_EXONUCLEASE_PHOSPHATASE DOMAIN-CONTAINING PROTEIN"
"14740","PTHR46778","CYCLIN-DEPENDENT KINASE INHIBITOR 1"
"14741","PTHR46103","RRNA METHYLTRANSFERASE 1, MITOCHONDRIAL"
"14742","PTHR14390","G PATCH DOMAIN-CONTAINING PROTEIN 3"
"14743","PTHR35319","YCF54"
"14744","PTHR14052","ORIGIN RECOGNITION COMPLEX SUBUNIT 2"
"14745","PTHR21363","PREPHENATE DEHYDROGENASE [NADP(+)]"
"14746","PTHR47583","ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE SUPERFAMILY PROTEIN"
"14747","PTHR36713","OS09G0344700 PROTEIN"
"14748","PTHR15410","HIRA-INTERACTING PROTEIN 3"
"14749","PTHR37979","PROTEIN HER-1"
"14750","PTHR40849","C2 CALCIUM-DEPENDENT MEMBRANE TARGETING"
"14751","PTHR28043","INCREASED RECOMBINATION CENTERS PROTEIN 6"
"14752","PTHR36887","SUBFAMILY NOT NAMED"
"14753","PTHR47414","PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP20-2, CHLOROPLASTIC"
"14754","PTHR34210","CCHC-TYPE DOMAIN-CONTAINING PROTEIN"
"14755","PTHR40845","SUBFAMILY NOT NAMED"
"14756","PTHR36616","OS03G0174800 PROTEIN"
"14757","PTHR22538","CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 74"
"14758","PTHR47688","NLR FAMILY CARD DOMAIN-CONTAINING PROTEIN 4"
"14759","PTHR14790","RECQ-MEDIATED GENOME INSTABILITY PROTEIN 1 RMI1"
"14760","PTHR35255","TRANSMEMBRANE PROTEIN 71"
"14761","PTHR38662","COBALT TRANSPORT PROTEIN CBIN"
"14762","PTHR45445","METHYLTRANSFERASE TYPE 11 DOMAIN-CONTAINING PROTEIN"
"14763","PTHR46540","TETRATRICOPEPTIDE REPEAT PROTEIN 12"
"14764","PTHR21559","DYSTROGLYCAN-RELATED"
"14765","PTHR22979","ZINC FINGER PROTEIN 512B"
"14766","PTHR36855","CHROMOSOME 10, WHOLE GENOME SHOTGUN SEQUENCE"
"14767","PTHR20967","PROHORMONE-4"
"14768","PTHR12979","CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 10"
"14769","PTHR47379","SIALYLTRANSFERASE-LIKE PROTEIN 2"
"14770","PTHR37042","OUTER MEMBRANE PROTEIN RV1973"
"14771","PTHR14776","CADHERIN-LIKE AND PC-ESTERASE DOMAIN-CONTAINING PROTEIN 1"
"14772","PTHR34653","FLAGELLAR HOOK-BASAL BODY COMPLEX PROTEIN FLIE"
"14773","PTHR46822","COILED-COIL ALPHA-HELICAL ROD PROTEIN 1"
"14774","PTHR34348","SURFEIT LOCUS PROTEIN 2"
"14775","PTHR12497","N-ACYLPHOSPHATIDYLETHANOLAMINE SYNTHASE"
"14776","PTHR21695","ZINC FINGER PROTEIN 414"
"14777","PTHR44340","DNAJ HOMOLOG SUBFAMILY C MEMBER 10"
"14778","PTHR38491","REGULATOR OF HEMOGLOBINIZATION AND ERYTHROID CELL EXPANSION PROTEIN"
"14779","PTHR33766","PROTEIN FAM181A"
"14780","PTHR36395","RING-H2 ZINC FINGER PROTEIN"
"14781","PTHR16757","DENDRIN"
"14782","PTHR36393","SULFATE ADENYLYLTRANSFERASE SUBUNIT"
"14783","PTHR38357","EXPRESSED PROTEIN"
"14784","PTHR34187","DUF202 DOMAIN-CONTAINING PROTEIN"
"14785","PTHR28645","TRANSMEMBRANE PROTEIN 119"
"14786","PTHR39573","STRESS RESPONSE KINASE A"
"14787","PTHR46884","COLLECTRIN"
"14788","PTHR28450","FANCONI ANEMIA GROUP B PROTEIN"
"14789","PTHR35835","TITIN HOMOLOG ISOFORM X1"
"14790","PTHR40062","GLOBAL TRANSCRIPTIONAL REGULATOR CODY"
"14791","PTHR20882","CYTOPLASMIC TRNA 2-THIOLATION PROTEIN 2"
"14792","PTHR47914","ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN"
"14793","PTHR28074","ATP SYNTHASE SUBUNIT K, MITOCHONDRIAL"
"14794","PTHR37229","6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE"
"14795","PTHR31759","COILED-COIL DOMAIN-CONTAINING PROTEIN 167"
"14796","PTHR38324","TRANSMEMBRANE PROTEIN 158"
"14797","PTHR37291","TYPE IV METHYL-DIRECTED RESTRICTION ENZYME ECOKMCRB SUBUNIT"
"14798","PTHR23525","TRANSPORTER, PUTATIVE-RELATED"
"14799","PTHR13066","GOLGIN-45"
"14800","PTHR31743","TRANSIENT RECEPTOR POTENTIAL CHANNEL 4-ASSOCIATED PROTEIN TCPC4AP"
"14801","PTHR10132","EPSILON-SARCOGLYCAN"
"14802","PTHR33246","CCHC-TYPE DOMAIN-CONTAINING PROTEIN"
"14803","PTHR31931","PROTEIN CHURCHILL"
"14804","PTHR14069","FILENSIN"
"14805","PTHR38495","RIKEN CDNA 1700001K19 GENE"
"14806","PTHR35737","BZIP DOMAIN-CONTAINING PROTEIN"
"14807","PTHR31185","FIN BUD INITIATION FACTOR FIBIN"
"14808","PTHR35353","OSTEOCRIN"
"14809","PTHR34699","FAMILY NOT NAMED"
"14810","PTHR36149","HEAVY CHAIN, PUTATIVE-RELATED"
"14811","PTHR35905","PROTEIN, PUTATIVE-RELATED"
"14812","PTHR48444","DNA TOPOISOMERASE 6 SUBUNIT B"
"14813","PTHR47780","PROTEIN SET DOMAIN GROUP 41"
"14814","PTHR42146","OLIGORIBONUCLEASE NRNB"
"14815","PTHR46940","NKAP DOMAIN-CONTAINING 1"
"14816","PTHR47703","D-AMINOACID AMINOTRANSFERASE-LIKE PLP-DEPENDENT ENZYMES SUPERFAMILY PROTEIN"
"14817","PTHR35820","SPERM MITOCHONDRIAL-ASSOCIATED CYSTEINE-RICH PROTEIN"
"14818","PTHR14966","Z-DNA-BINDING PROTEIN 1"
"14819","PTHR37273","CHROMOSOME 8, WHOLE GENOME SHOTGUN SEQUENCE"
"14820","PTHR13302","CONSERVED OLIGOMERIC GOLGI COMPLEX SUBUNIT 3"
"14821","PTHR13278","ZINC FINGER PROTEIN 830"
"14822","PTHR43129","FOSMIDOMYCIN RESISTANCE PROTEIN"
"14823","PTHR48253","NON-HAEM DIOXYGENASE N-TERMINAL DOMAIN-CONTAINING PROTEIN"
"14824","PTHR47815","UNIVERSAL STRESS PROTEIN A FAMILY PROTEIN C25B2.10"
"14825","PTHR12334","BAG FAMILY MOLECULAR CHAPERONE REGULATOR 2"
"14826","PTHR37542","PRION-INHIBITION AND PROPAGATION HELO DOMAIN-CONTAINING PROTEIN"
"14827","PTHR16161","TRANSCRIPTIONAL PROTEIN SWT1"
"14828","PTHR43115","DEHYDROGENASE/REDUCTASE SDR FAMILY MEMBER 11"
"14829","PTHR32422","ADHERENS JUNCTION-ASSOCIATED PROTEIN 1"
"14830","PTHR35256","CHROMOSOME 8 OPEN READING FRAME 48"
"14831","PTHR47541","TETRATRICOPEPTIDE REPEAT (TPR)-LIKE SUPERFAMILY PROTEIN"
"14832","PTHR35270","FUSELESS, ISOFORM A"
"14833","PTHR17530","PRO-THYROTROPIN-RELEASING HORMONE"
"14834","PTHR34116","G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN"
"14835","PTHR31477","CENTROSOMAL PROTEIN OF 44 KDA"
"14836","PTHR15056","ACTIVATOR OF APOPTOSIS HARAKIRI"
"14837","PTHR13423","OUT AT FIRST PROTEIN HOMOLOG"
"14838","PTHR42928","BLR1237 PROTEIN"
"14839","PTHR31921","PROTEIN DPCD"
"14840","PTHR23361","MUCIN"
"14841","PTHR28375","PROTEIN HINDERIN"
"14842","PTHR36718","OS05G0435400 PROTEIN"
"14843","PTHR43881","GAMMA-GLUTAMYLTRANSPEPTIDASE (AFU_ORTHOLOGUE AFUA_4G13580)"
"14844","PTHR16435","SPERMATOGENESIS-ASSOCIATED PROTEIN 6 SPATA6"
"14845","PTHR46188","BOLA-LIKE PROTEIN 3"
"14846","PTHR39609","RFEG-RELATED"
"14847","PTHR48199","ALPHA KAFIRIN"
"14848","PTHR33692","RIBOSOME MATURATION FACTOR RIMM"
"14849","PTHR48478","LECTIN-LIKE"
"14850","PTHR12811","VACUOLAR PROTEIN SORTING VPS16"
"14851","PTHR14275","LIPID DROPLET ASSEMBLY FACTOR 1"
"14852","PTHR28093","MORPHOGENESIS-RELATED PROTEIN MSB1"
"14853","PTHR47905","UBIQUITIN-LIKE PROTEIN 4B"
"14854","PTHR30252","PEPTIDE TRANSPORTER CSTA"
"14855","PTHR30388","XANTHINE DEHYDROGENASE SUBUNIT A-RELATED"
"14856","PTHR47515","INTEGRASE CORE DOMAIN PROTEIN"
"14857","PTHR16078","COILED-COIL DOMAIN-CONTAINING PROTEIN 87"
"14858","PTHR36432","STAGE V SPORULATION PROTEIN T"
"14859","PTHR46704","BHLH DOMAIN-CONTAINING PROTEIN"
"14860","PTHR33266","CHROMOSOME 15, WHOLE GENOME SHOTGUN SEQUENCE"
"14861","PTHR37253","PROTEIN GAMETE EXPRESSED 3"
"14862","PTHR36456","UPF0232 PROTEIN SCO3875"
"14863","PTHR34648","CLOCK-INTERACTING PACEMAKER"
"14864","PTHR31855","GUANINE NUCLEOTIDE EXCHANGE FACTOR C9ORF72"
"14865","PTHR36804","OS04G0585600 PROTEIN"
"14866","PTHR38769","UPF0381 PROTEIN YFCZ-RELATED"
"14867","PTHR47205","OS07G0599000 PROTEIN"
"14868","PTHR28071","REDOX PROTEIN FMP46, MITOCHONDRIAL-RELATED"
"14869","PTHR14995","AMNIONLESS"
"14870","PTHR39419","SLL0814 PROTEIN"
"14871","PTHR45197","SYNTHASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_7G04190)-RELATED"
"14872","PTHR47498","C-TYPE LECTIN DOMAIN FAMILY 2 MEMBER L"
"14873","PTHR47559","OS03G0844900 PROTEIN"
"14874","PTHR38766","FLAGELLAR PROTEIN FLIO"
"14875","PTHR14974","SIMILAR TO RIKEN CDNA 1700025G04 GENE"
"14876","PTHR21194","CARDIAC PHOSPHOLAMBAN"
"14877","PTHR34041","PHOTOSYSTEM II D1 PRECURSOR PROCESSING PROTEIN PSB27-H2, CHLOROPLASTIC"
"14878","PTHR43466","2-OXO-4-HYDROXY-4-CARBOXY-5-UREIDOIMIDAZOLINE DECARBOXYLASE-RELATED"
"14879","PTHR47887","CYSTATIN-LIKE 1"
"14880","PTHR35482","CYTOCHROME C OXIDASE SUBUNIT"
"14881","PTHR40077","MEMBRANE PROTEIN-RELATED"
"14882","PTHR37557","CCHC-TYPE DOMAIN-CONTAINING PROTEIN"
"14883","PTHR36910","SUBFAMILY NOT NAMED"
"14884","PTHR34831","MIGRATION AND INVASION-INHIBITORY PROTEIN"
"14885","PTHR16514","LOW-DENSITY LIPOPROTEIN RECEPTOR CLASS A DOMAIN-CONTAINING PROTEIN 4"
"14886","PTHR12981","ZINC FINGER PROTEIN-LIKE 1"
"14887","PTHR48103","MIDASIN"
"14888","PTHR34284","FG-GAP REPEAT-CONTAINING PROTEIN"
"14889","PTHR11780","NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 1, MITOCHONDRIAL"
"14890","PTHR31539","CENTROSOMAL PROTEIN OF 19K CEP19"
"14891","PTHR43666","TLDD PROTEIN"
